Image,Mask
16_84.tif,16_84_mask.tif
16_85.tif,16_85_mask.tif
16_86.tif,16_86_mask.tif
16_87.tif,16_87_mask.tif
16_88.tif,16_88_mask.tif
16_89.tif,16_89_mask.tif
16_8.tif,16_8_mask.tif
16_90.tif,16_90_mask.tif
16_91.tif,16_91_mask.tif
16_92.tif,16_92_mask.tif
16_93.tif,16_93_mask.tif
16_94.tif,16_94_mask.tif
16_95.tif,16_95_mask.tif
16_96.tif,16_96_mask.tif
16_97.tif,16_97_mask.tif
16_98.tif,16_98_mask.tif
16_99.tif,16_99_mask.tif
16_9.tif,16_9_mask.tif
17_100.tif,17_100_mask.tif
17_101.tif,17_101_mask.tif
17_102.tif,17_102_mask.tif
17_103.tif,17_103_mask.tif
17_104.tif,17_104_mask.tif
17_105.tif,17_105_mask.tif
17_106.tif,17_106_mask.tif
17_107.tif,17_107_mask.tif
17_108.tif,17_108_mask.tif
17_109.tif,17_109_mask.tif
17_10.tif,17_10_mask.tif
17_110.tif,17_110_mask.tif
17_111.tif,17_111_mask.tif
17_112.tif,17_112_mask.tif
17_113.tif,17_113_mask.tif
17_114.tif,17_114_mask.tif
17_115.tif,17_115_mask.tif
17_116.tif,17_116_mask.tif
17_117.tif,17_117_mask.tif
17_118.tif,17_118_mask.tif
17_119.tif,17_119_mask.tif
17_11.tif,17_11_mask.tif
17_12.tif,17_12_mask.tif
17_13.tif,17_13_mask.tif
17_14.tif,17_14_mask.tif
17_15.tif,17_15_mask.tif
17_16.tif,17_16_mask.tif
17_17.tif,17_17_mask.tif
17_18.tif,17_18_mask.tif
17_19.tif,17_19_mask.tif
17_1.tif,17_1_mask.tif
17_20.tif,17_20_mask.tif
17_21.tif,17_21_mask.tif
17_22.tif,17_22_mask.tif
17_23.tif,17_23_mask.tif
17_24.tif,17_24_mask.tif
17_25.tif,17_25_mask.tif
17_26.tif,17_26_mask.tif
17_27.tif,17_27_mask.tif
17_28.tif,17_28_mask.tif
17_29.tif,17_29_mask.tif
17_2.tif,17_2_mask.tif
17_30.tif,17_30_mask.tif
17_31.tif,17_31_mask.tif
17_32.tif,17_32_mask.tif
17_33.tif,17_33_mask.tif
17_34.tif,17_34_mask.tif
17_35.tif,17_35_mask.tif
17_36.tif,17_36_mask.tif
17_37.tif,17_37_mask.tif
17_38.tif,17_38_mask.tif
17_39.tif,17_39_mask.tif
17_3.tif,17_3_mask.tif
17_40.tif,17_40_mask.tif
17_41.tif,17_41_mask.tif
17_42.tif,17_42_mask.tif
17_43.tif,17_43_mask.tif
17_44.tif,17_44_mask.tif
17_45.tif,17_45_mask.tif
17_46.tif,17_46_mask.tif
17_47.tif,17_47_mask.tif
17_48.tif,17_48_mask.tif
17_49.tif,17_49_mask.tif
17_4.tif,17_4_mask.tif
17_50.tif,17_50_mask.tif
17_51.tif,17_51_mask.tif
17_52.tif,17_52_mask.tif
17_53.tif,17_53_mask.tif
17_54.tif,17_54_mask.tif
17_55.tif,17_55_mask.tif
17_56.tif,17_56_mask.tif
17_57.tif,17_57_mask.tif
17_58.tif,17_58_mask.tif
17_59.tif,17_59_mask.tif
17_5.tif,17_5_mask.tif
17_60.tif,17_60_mask.tif
17_61.tif,17_61_mask.tif
17_62.tif,17_62_mask.tif
17_63.tif,17_63_mask.tif
17_64.tif,17_64_mask.tif
17_65.tif,17_65_mask.tif
17_66.tif,17_66_mask.tif
17_67.tif,17_67_mask.tif
17_68.tif,17_68_mask.tif
17_69.tif,17_69_mask.tif
17_6.tif,17_6_mask.tif
17_70.tif,17_70_mask.tif
17_71.tif,17_71_mask.tif
17_72.tif,17_72_mask.tif
17_73.tif,17_73_mask.tif
17_74.tif,17_74_mask.tif
17_75.tif,17_75_mask.tif
17_76.tif,17_76_mask.tif
17_77.tif,17_77_mask.tif
17_78.tif,17_78_mask.tif
17_79.tif,17_79_mask.tif
17_7.tif,17_7_mask.tif
17_80.tif,17_80_mask.tif
17_81.tif,17_81_mask.tif
17_82.tif,17_82_mask.tif
17_83.tif,17_83_mask.tif
17_84.tif,17_84_mask.tif
17_85.tif,17_85_mask.tif
17_86.tif,17_86_mask.tif
17_87.tif,17_87_mask.tif
17_88.tif,17_88_mask.tif
17_89.tif,17_89_mask.tif
17_8.tif,17_8_mask.tif
17_90.tif,17_90_mask.tif
17_91.tif,17_91_mask.tif
17_92.tif,17_92_mask.tif
17_93.tif,17_93_mask.tif
17_94.tif,17_94_mask.tif
17_95.tif,17_95_mask.tif
17_96.tif,17_96_mask.tif
17_97.tif,17_97_mask.tif
17_98.tif,17_98_mask.tif
17_99.tif,17_99_mask.tif
17_9.tif,17_9_mask.tif
18_100.tif,18_100_mask.tif
18_101.tif,18_101_mask.tif
18_102.tif,18_102_mask.tif
18_103.tif,18_103_mask.tif
18_104.tif,18_104_mask.tif
18_105.tif,18_105_mask.tif
18_106.tif,18_106_mask.tif
18_107.tif,18_107_mask.tif
18_108.tif,18_108_mask.tif
18_109.tif,18_109_mask.tif
18_10.tif,18_10_mask.tif
18_110.tif,18_110_mask.tif
18_111.tif,18_111_mask.tif
18_112.tif,18_112_mask.tif
18_113.tif,18_113_mask.tif
18_114.tif,18_114_mask.tif
18_115.tif,18_115_mask.tif
18_116.tif,18_116_mask.tif
18_117.tif,18_117_mask.tif
18_118.tif,18_118_mask.tif
18_119.tif,18_119_mask.tif
18_11.tif,18_11_mask.tif
18_120.tif,18_120_mask.tif
18_12.tif,18_12_mask.tif
18_13.tif,18_13_mask.tif
18_14.tif,18_14_mask.tif
18_15.tif,18_15_mask.tif
18_16.tif,18_16_mask.tif
18_17.tif,18_17_mask.tif
18_18.tif,18_18_mask.tif
18_19.tif,18_19_mask.tif
18_1.tif,18_1_mask.tif
18_20.tif,18_20_mask.tif
18_21.tif,18_21_mask.tif
18_22.tif,18_22_mask.tif
18_23.tif,18_23_mask.tif
18_24.tif,18_24_mask.tif
18_25.tif,18_25_mask.tif
18_26.tif,18_26_mask.tif
18_27.tif,18_27_mask.tif
18_28.tif,18_28_mask.tif
18_29.tif,18_29_mask.tif
18_2.tif,18_2_mask.tif
18_30.tif,18_30_mask.tif
18_31.tif,18_31_mask.tif
18_32.tif,18_32_mask.tif
18_33.tif,18_33_mask.tif
18_34.tif,18_34_mask.tif
18_35.tif,18_35_mask.tif
18_36.tif,18_36_mask.tif
18_37.tif,18_37_mask.tif
18_38.tif,18_38_mask.tif
18_39.tif,18_39_mask.tif
18_3.tif,18_3_mask.tif
18_40.tif,18_40_mask.tif
18_41.tif,18_41_mask.tif
18_42.tif,18_42_mask.tif
18_43.tif,18_43_mask.tif
18_44.tif,18_44_mask.tif
18_45.tif,18_45_mask.tif
18_46.tif,18_46_mask.tif
18_47.tif,18_47_mask.tif
18_48.tif,18_48_mask.tif
18_49.tif,18_49_mask.tif
18_4.tif,18_4_mask.tif
18_50.tif,18_50_mask.tif
18_51.tif,18_51_mask.tif
18_52.tif,18_52_mask.tif
18_53.tif,18_53_mask.tif
18_54.tif,18_54_mask.tif
18_55.tif,18_55_mask.tif
18_56.tif,18_56_mask.tif
18_57.tif,18_57_mask.tif
18_58.tif,18_58_mask.tif
18_59.tif,18_59_mask.tif
18_5.tif,18_5_mask.tif
18_60.tif,18_60_mask.tif
18_61.tif,18_61_mask.tif
18_62.tif,18_62_mask.tif
18_63.tif,18_63_mask.tif
18_64.tif,18_64_mask.tif
18_65.tif,18_65_mask.tif
18_66.tif,18_66_mask.tif
18_67.tif,18_67_mask.tif
18_68.tif,18_68_mask.tif
18_69.tif,18_69_mask.tif
18_6.tif,18_6_mask.tif
18_70.tif,18_70_mask.tif
18_71.tif,18_71_mask.tif
18_72.tif,18_72_mask.tif
18_73.tif,18_73_mask.tif
18_74.tif,18_74_mask.tif
18_75.tif,18_75_mask.tif
18_76.tif,18_76_mask.tif
18_77.tif,18_77_mask.tif
18_78.tif,18_78_mask.tif
18_79.tif,18_79_mask.tif
18_7.tif,18_7_mask.tif
18_80.tif,18_80_mask.tif
18_81.tif,18_81_mask.tif
18_82.tif,18_82_mask.tif
18_83.tif,18_83_mask.tif
18_84.tif,18_84_mask.tif
18_85.tif,18_85_mask.tif
18_86.tif,18_86_mask.tif
18_87.tif,18_87_mask.tif
18_88.tif,18_88_mask.tif
18_89.tif,18_89_mask.tif
18_8.tif,18_8_mask.tif
18_90.tif,18_90_mask.tif
18_91.tif,18_91_mask.tif
18_92.tif,18_92_mask.tif
18_93.tif,18_93_mask.tif
18_94.tif,18_94_mask.tif
18_95.tif,18_95_mask.tif
18_96.tif,18_96_mask.tif
18_97.tif,18_97_mask.tif
18_98.tif,18_98_mask.tif
18_99.tif,18_99_mask.tif
18_9.tif,18_9_mask.tif
19_100.tif,19_100_mask.tif
19_101.tif,19_101_mask.tif
19_102.tif,19_102_mask.tif
19_103.tif,19_103_mask.tif
19_104.tif,19_104_mask.tif
19_105.tif,19_105_mask.tif
19_106.tif,19_106_mask.tif
19_107.tif,19_107_mask.tif
19_108.tif,19_108_mask.tif
19_109.tif,19_109_mask.tif
19_10.tif,19_10_mask.tif
19_110.tif,19_110_mask.tif
19_111.tif,19_111_mask.tif
19_112.tif,19_112_mask.tif
19_113.tif,19_113_mask.tif
19_114.tif,19_114_mask.tif
19_115.tif,19_115_mask.tif
19_116.tif,19_116_mask.tif
19_117.tif,19_117_mask.tif
19_118.tif,19_118_mask.tif
19_119.tif,19_119_mask.tif
19_11.tif,19_11_mask.tif
19_120.tif,19_120_mask.tif
19_12.tif,19_12_mask.tif
19_13.tif,19_13_mask.tif
19_14.tif,19_14_mask.tif
19_15.tif,19_15_mask.tif
19_16.tif,19_16_mask.tif
19_17.tif,19_17_mask.tif
19_18.tif,19_18_mask.tif
19_19.tif,19_19_mask.tif
19_1.tif,19_1_mask.tif
19_20.tif,19_20_mask.tif
19_21.tif,19_21_mask.tif
19_22.tif,19_22_mask.tif
19_23.tif,19_23_mask.tif
19_24.tif,19_24_mask.tif
19_25.tif,19_25_mask.tif
19_26.tif,19_26_mask.tif
19_27.tif,19_27_mask.tif
19_28.tif,19_28_mask.tif
19_29.tif,19_29_mask.tif
19_2.tif,19_2_mask.tif
19_30.tif,19_30_mask.tif
19_31.tif,19_31_mask.tif
19_32.tif,19_32_mask.tif
19_33.tif,19_33_mask.tif
19_34.tif,19_34_mask.tif
19_35.tif,19_35_mask.tif
19_36.tif,19_36_mask.tif
19_37.tif,19_37_mask.tif
19_38.tif,19_38_mask.tif
19_39.tif,19_39_mask.tif
19_3.tif,19_3_mask.tif
19_40.tif,19_40_mask.tif
19_41.tif,19_41_mask.tif
19_42.tif,19_42_mask.tif
19_43.tif,19_43_mask.tif
19_44.tif,19_44_mask.tif
19_45.tif,19_45_mask.tif
19_46.tif,19_46_mask.tif
19_47.tif,19_47_mask.tif
19_48.tif,19_48_mask.tif
19_49.tif,19_49_mask.tif
19_4.tif,19_4_mask.tif
19_50.tif,19_50_mask.tif
19_51.tif,19_51_mask.tif
19_52.tif,19_52_mask.tif
19_53.tif,19_53_mask.tif
19_54.tif,19_54_mask.tif
19_55.tif,19_55_mask.tif
19_56.tif,19_56_mask.tif
19_57.tif,19_57_mask.tif
19_58.tif,19_58_mask.tif
19_59.tif,19_59_mask.tif
19_5.tif,19_5_mask.tif
19_60.tif,19_60_mask.tif
19_61.tif,19_61_mask.tif
19_62.tif,19_62_mask.tif
19_63.tif,19_63_mask.tif
19_64.tif,19_64_mask.tif
19_65.tif,19_65_mask.tif
19_66.tif,19_66_mask.tif
19_67.tif,19_67_mask.tif
19_68.tif,19_68_mask.tif
19_69.tif,19_69_mask.tif
19_6.tif,19_6_mask.tif
19_70.tif,19_70_mask.tif
19_71.tif,19_71_mask.tif
19_72.tif,19_72_mask.tif
19_73.tif,19_73_mask.tif
19_74.tif,19_74_mask.tif
19_75.tif,19_75_mask.tif
19_76.tif,19_76_mask.tif
19_77.tif,19_77_mask.tif
19_78.tif,19_78_mask.tif
19_79.tif,19_79_mask.tif
19_7.tif,19_7_mask.tif
19_80.tif,19_80_mask.tif
19_81.tif,19_81_mask.tif
19_82.tif,19_82_mask.tif
19_83.tif,19_83_mask.tif
19_84.tif,19_84_mask.tif
19_85.tif,19_85_mask.tif
19_86.tif,19_86_mask.tif
19_87.tif,19_87_mask.tif
19_88.tif,19_88_mask.tif
19_89.tif,19_89_mask.tif
19_8.tif,19_8_mask.tif
19_90.tif,19_90_mask.tif
19_91.tif,19_91_mask.tif
19_92.tif,19_92_mask.tif
19_93.tif,19_93_mask.tif
19_94.tif,19_94_mask.tif
19_95.tif,19_95_mask.tif
19_96.tif,19_96_mask.tif
19_97.tif,19_97_mask.tif
19_98.tif,19_98_mask.tif
19_99.tif,19_99_mask.tif
19_9.tif,19_9_mask.tif
1_100.tif,1_100_mask.tif
1_101.tif,1_101_mask.tif
1_102.tif,1_102_mask.tif
1_103.tif,1_103_mask.tif
1_104.tif,1_104_mask.tif
1_105.tif,1_105_mask.tif
1_106.tif,1_106_mask.tif
1_107.tif,1_107_mask.tif
1_108.tif,1_108_mask.tif
1_109.tif,1_109_mask.tif
1_10.tif,1_10_mask.tif
1_110.tif,1_110_mask.tif
1_111.tif,1_111_mask.tif
1_112.tif,1_112_mask.tif
1_113.tif,1_113_mask.tif
1_114.tif,1_114_mask.tif
1_115.tif,1_115_mask.tif
1_116.tif,1_116_mask.tif
1_117.tif,1_117_mask.tif
1_118.tif,1_118_mask.tif
1_119.tif,1_119_mask.tif
1_11.tif,1_11_mask.tif
1_120.tif,1_120_mask.tif
1_12.tif,1_12_mask.tif
1_13.tif,1_13_mask.tif
1_14.tif,1_14_mask.tif
1_15.tif,1_15_mask.tif
1_16.tif,1_16_mask.tif
1_17.tif,1_17_mask.tif
1_18.tif,1_18_mask.tif
1_19.tif,1_19_mask.tif
1_1.tif,1_1_mask.tif
1_20.tif,1_20_mask.tif
1_21.tif,1_21_mask.tif
1_22.tif,1_22_mask.tif
1_23.tif,1_23_mask.tif
1_24.tif,1_24_mask.tif
1_25.tif,1_25_mask.tif
1_26.tif,1_26_mask.tif
1_27.tif,1_27_mask.tif
1_28.tif,1_28_mask.tif
1_29.tif,1_29_mask.tif
1_2.tif,1_2_mask.tif
1_30.tif,1_30_mask.tif
1_31.tif,1_31_mask.tif
1_32.tif,1_32_mask.tif
1_33.tif,1_33_mask.tif
1_34.tif,1_34_mask.tif
1_35.tif,1_35_mask.tif
1_36.tif,1_36_mask.tif
1_37.tif,1_37_mask.tif
1_38.tif,1_38_mask.tif
1_39.tif,1_39_mask.tif
1_3.tif,1_3_mask.tif
1_40.tif,1_40_mask.tif
1_41.tif,1_41_mask.tif
1_42.tif,1_42_mask.tif
1_43.tif,1_43_mask.tif
1_44.tif,1_44_mask.tif
1_45.tif,1_45_mask.tif
1_46.tif,1_46_mask.tif
1_47.tif,1_47_mask.tif
1_48.tif,1_48_mask.tif
1_49.tif,1_49_mask.tif
1_4.tif,1_4_mask.tif
1_50.tif,1_50_mask.tif
1_51.tif,1_51_mask.tif
1_52.tif,1_52_mask.tif
1_53.tif,1_53_mask.tif
1_54.tif,1_54_mask.tif
1_55.tif,1_55_mask.tif
1_56.tif,1_56_mask.tif
1_57.tif,1_57_mask.tif
1_58.tif,1_58_mask.tif
1_59.tif,1_59_mask.tif
1_5.tif,1_5_mask.tif
1_60.tif,1_60_mask.tif
1_61.tif,1_61_mask.tif
1_62.tif,1_62_mask.tif
1_63.tif,1_63_mask.tif
1_64.tif,1_64_mask.tif
1_65.tif,1_65_mask.tif
1_66.tif,1_66_mask.tif
1_67.tif,1_67_mask.tif
1_68.tif,1_68_mask.tif
1_69.tif,1_69_mask.tif
1_6.tif,1_6_mask.tif
1_70.tif,1_70_mask.tif
1_71.tif,1_71_mask.tif
1_72.tif,1_72_mask.tif
1_73.tif,1_73_mask.tif
1_74.tif,1_74_mask.tif
1_75.tif,1_75_mask.tif
1_76.tif,1_76_mask.tif
1_77.tif,1_77_mask.tif
1_78.tif,1_78_mask.tif
1_79.tif,1_79_mask.tif
1_7.tif,1_7_mask.tif
1_80.tif,1_80_mask.tif
1_81.tif,1_81_mask.tif
1_82.tif,1_82_mask.tif
1_83.tif,1_83_mask.tif
1_84.tif,1_84_mask.tif
1_85.tif,1_85_mask.tif
1_86.tif,1_86_mask.tif
1_87.tif,1_87_mask.tif
1_88.tif,1_88_mask.tif
1_89.tif,1_89_mask.tif
1_8.tif,1_8_mask.tif
1_90.tif,1_90_mask.tif
1_91.tif,1_91_mask.tif
1_92.tif,1_92_mask.tif
1_93.tif,1_93_mask.tif
1_94.tif,1_94_mask.tif
1_95.tif,1_95_mask.tif
1_96.tif,1_96_mask.tif
1_97.tif,1_97_mask.tif
1_98.tif,1_98_mask.tif
1_99.tif,1_99_mask.tif
1_9.tif,1_9_mask.tif
20_100.tif,20_100_mask.tif
20_101.tif,20_101_mask.tif
20_102.tif,20_102_mask.tif
20_103.tif,20_103_mask.tif
20_104.tif,20_104_mask.tif
20_105.tif,20_105_mask.tif
20_106.tif,20_106_mask.tif
20_107.tif,20_107_mask.tif
20_108.tif,20_108_mask.tif
20_109.tif,20_109_mask.tif
20_10.tif,20_10_mask.tif
20_110.tif,20_110_mask.tif
20_111.tif,20_111_mask.tif
20_112.tif,20_112_mask.tif
20_113.tif,20_113_mask.tif
20_114.tif,20_114_mask.tif
20_115.tif,20_115_mask.tif
20_116.tif,20_116_mask.tif
20_117.tif,20_117_mask.tif
20_118.tif,20_118_mask.tif
20_119.tif,20_119_mask.tif
20_11.tif,20_11_mask.tif
20_120.tif,20_120_mask.tif
20_12.tif,20_12_mask.tif
20_13.tif,20_13_mask.tif
20_14.tif,20_14_mask.tif
20_15.tif,20_15_mask.tif
20_16.tif,20_16_mask.tif
20_17.tif,20_17_mask.tif
20_18.tif,20_18_mask.tif
20_19.tif,20_19_mask.tif
20_1.tif,20_1_mask.tif
20_20.tif,20_20_mask.tif
20_21.tif,20_21_mask.tif
20_22.tif,20_22_mask.tif
20_23.tif,20_23_mask.tif
20_24.tif,20_24_mask.tif
20_25.tif,20_25_mask.tif
20_26.tif,20_26_mask.tif
20_27.tif,20_27_mask.tif
20_28.tif,20_28_mask.tif
20_29.tif,20_29_mask.tif
20_2.tif,20_2_mask.tif
20_30.tif,20_30_mask.tif
20_31.tif,20_31_mask.tif
20_32.tif,20_32_mask.tif
20_33.tif,20_33_mask.tif
20_34.tif,20_34_mask.tif
20_35.tif,20_35_mask.tif
20_36.tif,20_36_mask.tif
20_37.tif,20_37_mask.tif
20_38.tif,20_38_mask.tif
20_39.tif,20_39_mask.tif
20_3.tif,20_3_mask.tif
20_40.tif,20_40_mask.tif
20_41.tif,20_41_mask.tif
20_42.tif,20_42_mask.tif
20_43.tif,20_43_mask.tif
20_44.tif,20_44_mask.tif
20_45.tif,20_45_mask.tif
20_46.tif,20_46_mask.tif
20_47.tif,20_47_mask.tif
20_48.tif,20_48_mask.tif
20_49.tif,20_49_mask.tif
20_4.tif,20_4_mask.tif
20_50.tif,20_50_mask.tif
20_51.tif,20_51_mask.tif
20_52.tif,20_52_mask.tif
20_53.tif,20_53_mask.tif
20_54.tif,20_54_mask.tif
20_55.tif,20_55_mask.tif
20_56.tif,20_56_mask.tif
20_57.tif,20_57_mask.tif
20_58.tif,20_58_mask.tif
20_59.tif,20_59_mask.tif
20_5.tif,20_5_mask.tif
20_60.tif,20_60_mask.tif
20_61.tif,20_61_mask.tif
20_62.tif,20_62_mask.tif
20_63.tif,20_63_mask.tif
20_64.tif,20_64_mask.tif
20_65.tif,20_65_mask.tif
20_66.tif,20_66_mask.tif
20_67.tif,20_67_mask.tif
20_68.tif,20_68_mask.tif
20_69.tif,20_69_mask.tif
20_6.tif,20_6_mask.tif
20_70.tif,20_70_mask.tif
20_71.tif,20_71_mask.tif
20_72.tif,20_72_mask.tif
20_73.tif,20_73_mask.tif
20_74.tif,20_74_mask.tif
20_75.tif,20_75_mask.tif
20_76.tif,20_76_mask.tif
20_77.tif,20_77_mask.tif
20_78.tif,20_78_mask.tif
20_79.tif,20_79_mask.tif
20_7.tif,20_7_mask.tif
20_80.tif,20_80_mask.tif
20_81.tif,20_81_mask.tif
20_82.tif,20_82_mask.tif
20_83.tif,20_83_mask.tif
20_84.tif,20_84_mask.tif
20_85.tif,20_85_mask.tif
20_86.tif,20_86_mask.tif
20_87.tif,20_87_mask.tif
20_88.tif,20_88_mask.tif
20_89.tif,20_89_mask.tif
20_8.tif,20_8_mask.tif
20_90.tif,20_90_mask.tif
20_91.tif,20_91_mask.tif
20_92.tif,20_92_mask.tif
20_93.tif,20_93_mask.tif
20_94.tif,20_94_mask.tif
20_95.tif,20_95_mask.tif
20_96.tif,20_96_mask.tif
20_97.tif,20_97_mask.tif
20_98.tif,20_98_mask.tif
20_99.tif,20_99_mask.tif
20_9.tif,20_9_mask.tif
21_100.tif,21_100_mask.tif
21_101.tif,21_101_mask.tif
21_102.tif,21_102_mask.tif
21_103.tif,21_103_mask.tif
21_104.tif,21_104_mask.tif
21_105.tif,21_105_mask.tif
21_106.tif,21_106_mask.tif
21_107.tif,21_107_mask.tif
21_108.tif,21_108_mask.tif
21_109.tif,21_109_mask.tif
21_10.tif,21_10_mask.tif
21_110.tif,21_110_mask.tif
21_111.tif,21_111_mask.tif
21_112.tif,21_112_mask.tif
21_113.tif,21_113_mask.tif
21_114.tif,21_114_mask.tif
21_115.tif,21_115_mask.tif
21_116.tif,21_116_mask.tif
21_117.tif,21_117_mask.tif
21_118.tif,21_118_mask.tif
21_119.tif,21_119_mask.tif
21_11.tif,21_11_mask.tif
21_120.tif,21_120_mask.tif
21_12.tif,21_12_mask.tif
21_13.tif,21_13_mask.tif
21_14.tif,21_14_mask.tif
21_15.tif,21_15_mask.tif
21_16.tif,21_16_mask.tif
21_17.tif,21_17_mask.tif
21_18.tif,21_18_mask.tif
21_19.tif,21_19_mask.tif
21_1.tif,21_1_mask.tif
21_20.tif,21_20_mask.tif
21_21.tif,21_21_mask.tif
21_22.tif,21_22_mask.tif
21_23.tif,21_23_mask.tif
21_24.tif,21_24_mask.tif
21_25.tif,21_25_mask.tif
21_26.tif,21_26_mask.tif
21_27.tif,21_27_mask.tif
21_28.tif,21_28_mask.tif
21_29.tif,21_29_mask.tif
21_2.tif,21_2_mask.tif
21_30.tif,21_30_mask.tif
21_31.tif,21_31_mask.tif
21_32.tif,21_32_mask.tif
21_33.tif,21_33_mask.tif
21_34.tif,21_34_mask.tif
21_35.tif,21_35_mask.tif
21_36.tif,21_36_mask.tif
21_37.tif,21_37_mask.tif
21_38.tif,21_38_mask.tif
21_39.tif,21_39_mask.tif
21_3.tif,21_3_mask.tif
21_40.tif,21_40_mask.tif
21_41.tif,21_41_mask.tif
21_42.tif,21_42_mask.tif
21_43.tif,21_43_mask.tif
21_44.tif,21_44_mask.tif
21_45.tif,21_45_mask.tif
21_46.tif,21_46_mask.tif
21_47.tif,21_47_mask.tif
21_48.tif,21_48_mask.tif
21_49.tif,21_49_mask.tif
21_4.tif,21_4_mask.tif
21_50.tif,21_50_mask.tif
21_51.tif,21_51_mask.tif
21_52.tif,21_52_mask.tif
21_53.tif,21_53_mask.tif
21_54.tif,21_54_mask.tif
21_55.tif,21_55_mask.tif
21_56.tif,21_56_mask.tif
21_57.tif,21_57_mask.tif
21_58.tif,21_58_mask.tif
21_59.tif,21_59_mask.tif
21_5.tif,21_5_mask.tif
21_60.tif,21_60_mask.tif
21_61.tif,21_61_mask.tif
21_62.tif,21_62_mask.tif
21_63.tif,21_63_mask.tif
21_64.tif,21_64_mask.tif
21_65.tif,21_65_mask.tif
21_66.tif,21_66_mask.tif
21_67.tif,21_67_mask.tif
21_68.tif,21_68_mask.tif
21_69.tif,21_69_mask.tif
21_6.tif,21_6_mask.tif
21_70.tif,21_70_mask.tif
21_71.tif,21_71_mask.tif
21_72.tif,21_72_mask.tif
21_73.tif,21_73_mask.tif
21_74.tif,21_74_mask.tif
21_75.tif,21_75_mask.tif
21_76.tif,21_76_mask.tif
21_77.tif,21_77_mask.tif
21_78.tif,21_78_mask.tif
21_79.tif,21_79_mask.tif
21_7.tif,21_7_mask.tif
21_80.tif,21_80_mask.tif
21_81.tif,21_81_mask.tif
21_82.tif,21_82_mask.tif
21_83.tif,21_83_mask.tif
21_84.tif,21_84_mask.tif
21_85.tif,21_85_mask.tif
21_86.tif,21_86_mask.tif
21_87.tif,21_87_mask.tif
21_88.tif,21_88_mask.tif
21_89.tif,21_89_mask.tif
21_8.tif,21_8_mask.tif
21_90.tif,21_90_mask.tif
21_91.tif,21_91_mask.tif
21_92.tif,21_92_mask.tif
21_93.tif,21_93_mask.tif
21_94.tif,21_94_mask.tif
21_95.tif,21_95_mask.tif
21_96.tif,21_96_mask.tif
21_97.tif,21_97_mask.tif
21_98.tif,21_98_mask.tif
21_99.tif,21_99_mask.tif
21_9.tif,21_9_mask.tif
22_100.tif,22_100_mask.tif
22_101.tif,22_101_mask.tif
22_102.tif,22_102_mask.tif
22_103.tif,22_103_mask.tif
22_104.tif,22_104_mask.tif
22_105.tif,22_105_mask.tif
22_106.tif,22_106_mask.tif
22_107.tif,22_107_mask.tif
22_108.tif,22_108_mask.tif
22_109.tif,22_109_mask.tif
22_10.tif,22_10_mask.tif
22_110.tif,22_110_mask.tif
22_111.tif,22_111_mask.tif
22_112.tif,22_112_mask.tif
22_113.tif,22_113_mask.tif
22_114.tif,22_114_mask.tif
22_115.tif,22_115_mask.tif
22_116.tif,22_116_mask.tif
22_117.tif,22_117_mask.tif
22_118.tif,22_118_mask.tif
22_119.tif,22_119_mask.tif
22_11.tif,22_11_mask.tif
22_120.tif,22_120_mask.tif
22_12.tif,22_12_mask.tif
22_13.tif,22_13_mask.tif
22_14.tif,22_14_mask.tif
22_15.tif,22_15_mask.tif
22_16.tif,22_16_mask.tif
22_17.tif,22_17_mask.tif
22_18.tif,22_18_mask.tif
22_19.tif,22_19_mask.tif
22_1.tif,22_1_mask.tif
22_20.tif,22_20_mask.tif
22_21.tif,22_21_mask.tif
22_22.tif,22_22_mask.tif
22_23.tif,22_23_mask.tif
22_24.tif,22_24_mask.tif
22_25.tif,22_25_mask.tif
22_26.tif,22_26_mask.tif
22_27.tif,22_27_mask.tif
22_28.tif,22_28_mask.tif
22_29.tif,22_29_mask.tif
22_2.tif,22_2_mask.tif
22_30.tif,22_30_mask.tif
22_31.tif,22_31_mask.tif
22_32.tif,22_32_mask.tif
22_33.tif,22_33_mask.tif
22_34.tif,22_34_mask.tif
22_35.tif,22_35_mask.tif
22_36.tif,22_36_mask.tif
22_37.tif,22_37_mask.tif
22_38.tif,22_38_mask.tif
22_39.tif,22_39_mask.tif
22_3.tif,22_3_mask.tif
22_40.tif,22_40_mask.tif
22_41.tif,22_41_mask.tif
22_42.tif,22_42_mask.tif
22_43.tif,22_43_mask.tif
22_44.tif,22_44_mask.tif
22_45.tif,22_45_mask.tif
22_46.tif,22_46_mask.tif
22_47.tif,22_47_mask.tif
22_48.tif,22_48_mask.tif
22_49.tif,22_49_mask.tif
22_4.tif,22_4_mask.tif
22_50.tif,22_50_mask.tif
22_51.tif,22_51_mask.tif
22_52.tif,22_52_mask.tif
22_53.tif,22_53_mask.tif
22_54.tif,22_54_mask.tif
22_55.tif,22_55_mask.tif
22_56.tif,22_56_mask.tif
22_57.tif,22_57_mask.tif
22_58.tif,22_58_mask.tif
22_59.tif,22_59_mask.tif
22_5.tif,22_5_mask.tif
22_60.tif,22_60_mask.tif
22_61.tif,22_61_mask.tif
22_62.tif,22_62_mask.tif
22_63.tif,22_63_mask.tif
22_64.tif,22_64_mask.tif
22_65.tif,22_65_mask.tif
22_66.tif,22_66_mask.tif
22_67.tif,22_67_mask.tif
22_68.tif,22_68_mask.tif
22_69.tif,22_69_mask.tif
